,date,item,category,price,promotion,units_sold,sales_7d_avg,day_of_week,is_weekend,is_holiday,brand,discount,stock_available,stockout_flag
1099,2024-10-01,Soap,Personal Care,25,0,33,33.857142857142854,Tuesday,0,0,Dove,0.16666666666666666,33,1
1102,2024-10-02,Soap,Personal Care,30,0,29,34.142857142857146,Wednesday,0,0,Dove,0.0,48,0
1105,2024-10-03,Soap,Personal Care,30,0,35,33.0,Thursday,0,0,Dove,0.0,38,0
1108,2024-10-04,Soap,Personal Care,30,0,31,33.142857142857146,Friday,0,0,Dove,0.0,34,0
1111,2024-10-05,Soap,Personal Care,20,1,41,31.142857142857142,Saturday,1,0,Dove,0.3333333333333333,44,0
1114,2024-10-06,Soap,Personal Care,20,0,29,32.42857142857143,Sunday,1,0,Dove,0.3333333333333333,41,0
1117,2024-10-07,Soap,Personal Care,25,0,30,31.857142857142858,Monday,0,0,Dove,0.16666666666666666,31,0
1120,2024-10-08,Soap,Personal Care,30,0,26,32.57142857142857,Tuesday,0,0,Dove,0.0,40,0
1123,2024-10-09,Soap,Personal Care,30,0,27,31.571428571428573,Wednesday,0,0,Dove,0.0,30,0
1126,2024-10-10,Soap,Personal Care,30,0,31,31.285714285714285,Thursday,0,0,Dove,0.0,36,0
1129,2024-10-11,Soap,Personal Care,20,1,42,30.714285714285715,Friday,0,0,Dove,0.3333333333333333,44,0
1132,2024-10-12,Soap,Personal Care,25,0,31,32.285714285714285,Saturday,1,0,Dove,0.16666666666666666,37,0
1135,2024-10-13,Soap,Personal Care,20,0,25,30.857142857142858,Sunday,1,0,Dove,0.3333333333333333,30,0
1138,2024-10-14,Soap,Personal Care,25,0,26,30.285714285714285,Monday,0,0,Dove,0.16666666666666666,28,0
1141,2024-10-15,Soap,Personal Care,25,0,27,29.714285714285715,Tuesday,0,0,Dove,0.16666666666666666,30,0
1144,2024-10-16,Soap,Personal Care,30,0,26,29.857142857142858,Wednesday,0,0,Dove,0.0,35,0
1147,2024-10-17,Soap,Personal Care,20,0,31,29.714285714285715,Thursday,0,0,Dove,0.3333333333333333,39,0
1150,2024-10-18,Soap,Personal Care,25,1,37,29.714285714285715,Friday,0,0,Dove,0.16666666666666666,42,0
1153,2024-10-19,Soap,Personal Care,20,0,31,29.0,Saturday,1,0,Dove,0.3333333333333333,50,0
1156,2024-10-20,Soap,Personal Care,30,0,35,29.0,Sunday,1,0,Dove,0.0,45,0
1159,2024-10-21,Soap,Personal Care,30,0,26,30.428571428571427,Monday,0,0,Dove,0.0,32,0
1162,2024-10-22,Soap,Personal Care,20,0,25,30.428571428571427,Tuesday,0,0,Dove,0.3333333333333333,42,0
1165,2024-10-23,Soap,Personal Care,30,0,27,30.142857142857142,Wednesday,0,0,Dove,0.0,30,0
1168,2024-10-24,Soap,Personal Care,20,0,35,30.285714285714285,Thursday,0,0,Dove,0.3333333333333333,39,0
1171,2024-10-25,Soap,Personal Care,30,0,32,30.857142857142858,Friday,0,0,Dove,0.0,35,0
1174,2024-10-26,Soap,Personal Care,30,0,33,30.142857142857142,Saturday,1,0,Dove,0.0,36,0
1177,2024-10-27,Soap,Personal Care,30,0,29,30.428571428571427,Sunday,1,0,Dove,0.0,41,0
1180,2024-10-28,Soap,Personal Care,30,0,29,29.571428571428573,Monday,0,0,Dove,0.0,44,0
1183,2024-10-29,Soap,Personal Care,25,0,31,30.0,Tuesday,0,0,Dove,0.16666666666666666,44,0
1186,2024-10-30,Soap,Personal Care,20,0,34,30.857142857142858,Wednesday,0,0,Dove,0.3333333333333333,44,0
1189,2024-10-31,Soap,Personal Care,25,0,32,31.857142857142858,Thursday,0,0,Dove,0.16666666666666666,33,0
1192,2024-11-01,Soap,Personal Care,25,0,30,31.428571428571427,Friday,0,0,Dove,0.16666666666666666,43,0
1195,2024-11-02,Soap,Personal Care,30,0,33,31.142857142857142,Saturday,1,0,Dove,0.0,39,0
1198,2024-11-03,Soap,Personal Care,25,0,34,31.142857142857142,Sunday,1,0,Dove,0.16666666666666666,44,0
1201,2024-11-04,Soap,Personal Care,30,0,35,31.857142857142858,Monday,0,0,Dove,0.0,38,0
1204,2024-11-05,Soap,Personal Care,30,0,25,32.714285714285715,Tuesday,0,0,Dove,0.0,31,0
1207,2024-11-06,Soap,Personal Care,30,1,35,31.857142857142858,Wednesday,0,0,Dove,0.0,50,0
1210,2024-11-07,Soap,Personal Care,30,0,33,32.0,Thursday,0,1,Dove,0.0,38,0
1213,2024-11-08,Soap,Personal Care,25,0,31,32.142857142857146,Friday,0,0,Dove,0.16666666666666666,36,0
1216,2024-11-09,Soap,Personal Care,20,0,30,32.285714285714285,Saturday,1,0,Dove,0.3333333333333333,31,0
1219,2024-11-10,Soap,Personal Care,30,0,25,31.857142857142858,Sunday,1,0,Dove,0.0,32,0
1222,2024-11-11,Soap,Personal Care,20,1,40,30.571428571428573,Monday,0,0,Dove,0.3333333333333333,46,0
1225,2024-11-12,Soap,Personal Care,20,0,35,31.285714285714285,Tuesday,0,0,Dove,0.3333333333333333,48,0
1228,2024-11-13,Soap,Personal Care,20,0,25,32.714285714285715,Wednesday,0,0,Dove,0.3333333333333333,33,0
1231,2024-11-14,Soap,Personal Care,25,1,36,31.285714285714285,Thursday,0,0,Dove,0.16666666666666666,50,0
1234,2024-11-15,Soap,Personal Care,25,0,34,31.714285714285715,Friday,0,0,Dove,0.16666666666666666,51,0
1237,2024-11-16,Soap,Personal Care,30,0,33,32.142857142857146,Saturday,1,0,Dove,0.0,44,0
1240,2024-11-17,Soap,Personal Care,20,0,26,32.57142857142857,Sunday,1,0,Dove,0.3333333333333333,44,0
1243,2024-11-18,Soap,Personal Care,30,0,27,32.714285714285715,Monday,0,0,Dove,0.0,39,0
1246,2024-11-19,Soap,Personal Care,30,0,34,30.857142857142858,Tuesday,0,0,Dove,0.0,40,0
1249,2024-11-20,Soap,Personal Care,20,0,31,30.714285714285715,Wednesday,0,0,Dove,0.3333333333333333,40,0
1252,2024-11-21,Soap,Personal Care,25,0,30,31.571428571428573,Thursday,0,0,Dove,0.16666666666666666,39,0
1255,2024-11-22,Soap,Personal Care,20,0,31,30.714285714285715,Friday,0,0,Dove,0.3333333333333333,32,0
1258,2024-11-23,Soap,Personal Care,30,0,26,30.285714285714285,Saturday,1,0,Dove,0.0,39,0
1261,2024-11-24,Soap,Personal Care,20,0,30,29.285714285714285,Sunday,1,0,Dove,0.3333333333333333,42,0
1264,2024-11-25,Soap,Personal Care,30,0,32,29.857142857142858,Monday,0,0,Dove,0.0,37,0
1267,2024-11-26,Soap,Personal Care,30,0,31,30.571428571428573,Tuesday,0,0,Dove,0.0,39,0
1270,2024-11-27,Soap,Personal Care,25,0,29,30.142857142857142,Wednesday,0,0,Dove,0.16666666666666666,41,0
1273,2024-11-28,Soap,Personal Care,30,0,31,29.857142857142858,Thursday,0,0,Dove,0.0,39,0
1276,2024-11-29,Soap,Personal Care,30,0,32,30.0,Friday,0,0,Dove,0.0,44,0
1279,2024-11-30,Soap,Personal Care,20,0,25,30.142857142857142,Saturday,1,0,Dove,0.3333333333333333,29,0
1282,2024-12-01,Soap,Personal Care,30,0,34,30.0,Sunday,1,0,Dove,0.0,47,0
1285,2024-12-02,Soap,Personal Care,25,0,31,30.571428571428573,Monday,0,0,Dove,0.16666666666666666,35,0
1288,2024-12-03,Soap,Personal Care,30,1,44,30.428571428571427,Tuesday,0,1,Dove,0.0,52,0
1291,2024-12-04,Soap,Personal Care,20,0,31,32.285714285714285,Wednesday,0,0,Dove,0.3333333333333333,38,0
1294,2024-12-05,Soap,Personal Care,25,0,30,32.57142857142857,Thursday,0,0,Dove,0.16666666666666666,36,0
1297,2024-12-06,Soap,Personal Care,25,1,39,32.42857142857143,Friday,0,0,Dove,0.16666666666666666,46,0
1300,2024-12-07,Soap,Personal Care,30,0,34,33.42857142857143,Saturday,1,1,Dove,0.0,36,0
1303,2024-12-08,Soap,Personal Care,25,0,26,34.714285714285715,Sunday,1,0,Dove,0.16666666666666666,40,0
1306,2024-12-09,Soap,Personal Care,20,0,30,33.57142857142857,Monday,0,0,Dove,0.3333333333333333,37,0
1309,2024-12-10,Soap,Personal Care,30,0,33,33.42857142857143,Tuesday,0,0,Dove,0.0,33,1
1312,2024-12-11,Soap,Personal Care,20,0,26,31.857142857142858,Wednesday,0,0,Dove,0.3333333333333333,32,0
1315,2024-12-12,Soap,Personal Care,30,0,25,31.142857142857142,Thursday,0,0,Dove,0.0,43,0
1318,2024-12-13,Soap,Personal Care,30,0,33,30.428571428571427,Friday,0,0,Dove,0.0,34,0
1321,2024-12-14,Soap,Personal Care,20,0,31,29.571428571428573,Saturday,1,0,Dove,0.3333333333333333,44,0
1324,2024-12-15,Soap,Personal Care,25,0,29,29.142857142857142,Sunday,1,0,Dove,0.16666666666666666,46,0
1327,2024-12-16,Soap,Personal Care,30,0,27,29.571428571428573,Monday,0,0,Dove,0.0,41,0
1330,2024-12-17,Soap,Personal Care,25,0,27,29.142857142857142,Tuesday,0,0,Dove,0.16666666666666666,40,0
1333,2024-12-18,Soap,Personal Care,20,0,29,28.285714285714285,Wednesday,0,0,Dove,0.3333333333333333,47,0
1336,2024-12-19,Soap,Personal Care,25,0,26,28.714285714285715,Thursday,0,0,Dove,0.16666666666666666,44,0
1339,2024-12-20,Soap,Personal Care,25,0,29,28.857142857142858,Friday,0,0,Dove,0.16666666666666666,45,0
1342,2024-12-21,Soap,Personal Care,20,0,34,28.285714285714285,Saturday,1,0,Dove,0.3333333333333333,52,0
1345,2024-12-22,Soap,Personal Care,30,0,34,28.714285714285715,Sunday,1,0,Dove,0.0,49,0
1348,2024-12-23,Soap,Personal Care,30,0,29,29.428571428571427,Monday,0,0,Dove,0.0,48,0
1351,2024-12-24,Soap,Personal Care,30,1,36,29.714285714285715,Tuesday,0,0,Dove,0.0,54,0
1354,2024-12-25,Soap,Personal Care,20,0,34,31.0,Wednesday,0,0,Dove,0.3333333333333333,34,1
1357,2024-12-26,Soap,Personal Care,30,0,30,31.714285714285715,Thursday,0,0,Dove,0.0,48,0
1360,2024-12-27,Soap,Personal Care,25,0,32,32.285714285714285,Friday,0,0,Dove,0.16666666666666666,38,0
1363,2024-12-28,Soap,Personal Care,25,0,30,32.714285714285715,Saturday,1,0,Dove,0.16666666666666666,40,0
1366,2024-12-29,Soap,Personal Care,25,0,31,32.142857142857146,Sunday,1,0,Dove,0.16666666666666666,35,0
1369,2024-12-30,Soap,Personal Care,20,0,29,31.714285714285715,Monday,0,0,Dove,0.3333333333333333,45,0
1372,2024-12-31,Soap,Personal Care,25,0,27,31.714285714285715,Tuesday,0,0,Dove,0.16666666666666666,37,0
1375,2025-01-01,Soap,Personal Care,20,0,32,30.428571428571427,Wednesday,0,0,Dove,0.3333333333333333,39,0
1378,2025-01-02,Soap,Personal Care,25,0,33,30.142857142857142,Thursday,0,0,Dove,0.16666666666666666,42,0
1381,2025-01-03,Soap,Personal Care,25,0,27,30.571428571428573,Friday,0,0,Dove,0.16666666666666666,38,0
1384,2025-01-04,Soap,Personal Care,30,1,42,29.857142857142858,Saturday,1,0,Dove,0.0,51,0
1387,2025-01-05,Soap,Personal Care,30,0,34,31.571428571428573,Sunday,1,0,Dove,0.0,46,0
1390,2025-01-06,Soap,Personal Care,20,0,25,32.0,Monday,0,0,Dove,0.3333333333333333,42,0
1393,2025-01-07,Soap,Personal Care,25,0,26,31.428571428571427,Tuesday,0,0,Dove,0.16666666666666666,35,0
1396,2025-01-08,Soap,Personal Care,30,0,28,31.285714285714285,Wednesday,0,0,Dove,0.0,46,0
1399,2025-01-09,Soap,Personal Care,25,0,26,30.714285714285715,Thursday,0,0,Dove,0.16666666666666666,45,0
1402,2025-01-10,Soap,Personal Care,25,0,35,29.714285714285715,Friday,0,0,Dove,0.16666666666666666,51,0
1405,2025-01-11,Soap,Personal Care,25,0,31,30.857142857142858,Saturday,1,1,Dove,0.16666666666666666,50,0
1408,2025-01-12,Soap,Personal Care,25,0,31,29.285714285714285,Sunday,1,0,Dove,0.16666666666666666,46,0
1411,2025-01-13,Soap,Personal Care,30,0,30,28.857142857142858,Monday,0,0,Dove,0.0,34,0
1414,2025-01-14,Soap,Personal Care,30,0,27,29.571428571428573,Tuesday,0,0,Dove,0.0,29,0
1417,2025-01-15,Soap,Personal Care,30,0,33,29.714285714285715,Wednesday,0,0,Dove,0.0,47,0
1420,2025-01-16,Soap,Personal Care,30,0,33,30.428571428571427,Thursday,0,0,Dove,0.0,34,0
1423,2025-01-17,Soap,Personal Care,20,0,35,31.428571428571427,Friday,0,0,Dove,0.3333333333333333,47,0
1426,2025-01-18,Soap,Personal Care,30,0,29,31.428571428571427,Saturday,1,0,Dove,0.0,36,0
1429,2025-01-19,Soap,Personal Care,30,1,42,31.142857142857142,Sunday,1,0,Dove,0.0,58,0
1432,2025-01-20,Soap,Personal Care,20,0,33,32.714285714285715,Monday,0,0,Dove,0.3333333333333333,36,0
1435,2025-01-21,Soap,Personal Care,25,0,25,33.142857142857146,Tuesday,0,0,Dove,0.16666666666666666,43,0
1438,2025-01-22,Soap,Personal Care,20,0,34,32.857142857142854,Wednesday,0,0,Dove,0.3333333333333333,42,0
1441,2025-01-23,Soap,Personal Care,25,0,35,33.0,Thursday,0,0,Dove,0.16666666666666666,49,0
1444,2025-01-24,Soap,Personal Care,30,1,45,33.285714285714285,Friday,0,0,Dove,0.0,53,0
1447,2025-01-25,Soap,Personal Care,25,0,27,34.714285714285715,Saturday,1,0,Dove,0.16666666666666666,35,0
1450,2025-01-26,Soap,Personal Care,25,0,26,34.42857142857143,Sunday,1,0,Dove,0.16666666666666666,39,0
1453,2025-01-27,Soap,Personal Care,30,1,44,32.142857142857146,Monday,0,0,Dove,0.0,59,0
1456,2025-01-28,Soap,Personal Care,20,0,25,33.714285714285715,Tuesday,0,0,Dove,0.3333333333333333,41,0
1459,2025-01-29,Soap,Personal Care,25,0,25,33.714285714285715,Wednesday,0,0,Dove,0.16666666666666666,37,0
1462,2025-01-30,Soap,Personal Care,25,0,30,32.42857142857143,Thursday,0,1,Dove,0.16666666666666666,38,0
1465,2025-01-31,Soap,Personal Care,30,0,28,31.714285714285715,Friday,0,0,Dove,0.0,42,0
1468,2025-02-01,Soap,Personal Care,25,0,31,29.285714285714285,Saturday,1,0,Dove,0.16666666666666666,37,0
1471,2025-02-02,Soap,Personal Care,30,0,34,29.857142857142858,Sunday,1,0,Dove,0.0,34,1
1474,2025-02-03,Soap,Personal Care,30,0,33,31.0,Monday,0,0,Dove,0.0,33,1
1477,2025-02-04,Soap,Personal Care,25,0,34,29.428571428571427,Tuesday,0,0,Dove,0.16666666666666666,38,0
1480,2025-02-05,Soap,Personal Care,20,0,27,30.714285714285715,Wednesday,0,0,Dove,0.3333333333333333,35,0
1483,2025-02-06,Soap,Personal Care,20,0,33,31.0,Thursday,0,0,Dove,0.3333333333333333,44,0
1486,2025-02-07,Soap,Personal Care,25,1,36,31.428571428571427,Friday,0,0,Dove,0.16666666666666666,41,0
1489,2025-02-08,Soap,Personal Care,30,0,28,32.57142857142857,Saturday,1,0,Dove,0.0,40,0
1492,2025-02-09,Soap,Personal Care,25,0,27,32.142857142857146,Sunday,1,0,Dove,0.16666666666666666,34,0
1495,2025-02-10,Soap,Personal Care,25,0,31,31.142857142857142,Monday,0,0,Dove,0.16666666666666666,45,0
1498,2025-02-11,Soap,Personal Care,25,0,25,30.857142857142858,Tuesday,0,0,Dove,0.16666666666666666,30,0
1501,2025-02-12,Soap,Personal Care,20,0,27,29.571428571428573,Wednesday,0,0,Dove,0.3333333333333333,32,0
1504,2025-02-13,Soap,Personal Care,20,0,33,29.571428571428573,Thursday,0,0,Dove,0.3333333333333333,36,0
1507,2025-02-14,Soap,Personal Care,20,1,45,29.571428571428573,Friday,0,0,Dove,0.3333333333333333,55,0
1510,2025-02-15,Soap,Personal Care,20,0,28,30.857142857142858,Saturday,1,0,Dove,0.3333333333333333,45,0
1513,2025-02-16,Soap,Personal Care,20,0,26,30.857142857142858,Sunday,1,0,Dove,0.3333333333333333,28,0
1516,2025-02-17,Soap,Personal Care,30,1,37,30.714285714285715,Monday,0,0,Dove,0.0,39,0
1519,2025-02-18,Soap,Personal Care,25,0,34,31.571428571428573,Tuesday,0,0,Dove,0.16666666666666666,45,0
1522,2025-02-19,Soap,Personal Care,20,1,40,32.857142857142854,Wednesday,0,1,Dove,0.3333333333333333,45,0
1525,2025-02-20,Soap,Personal Care,25,0,26,34.714285714285715,Thursday,0,0,Dove,0.16666666666666666,31,0
1528,2025-02-21,Soap,Personal Care,30,0,32,33.714285714285715,Friday,0,1,Dove,0.0,39,0
1531,2025-02-22,Soap,Personal Care,30,0,29,31.857142857142858,Saturday,1,0,Dove,0.0,43,0
1534,2025-02-23,Soap,Personal Care,25,0,25,32.0,Sunday,1,0,Dove,0.16666666666666666,42,0
1537,2025-02-24,Soap,Personal Care,25,0,26,31.857142857142858,Monday,0,0,Dove,0.16666666666666666,45,0
1540,2025-02-25,Soap,Personal Care,30,0,30,30.285714285714285,Tuesday,0,0,Dove,0.0,45,0
1543,2025-02-26,Soap,Personal Care,20,0,34,29.714285714285715,Wednesday,0,0,Dove,0.3333333333333333,39,0
1546,2025-02-27,Soap,Personal Care,30,0,34,28.857142857142858,Thursday,0,0,Dove,0.0,50,0
1549,2025-02-28,Soap,Personal Care,30,0,28,30.0,Friday,0,0,Dove,0.0,36,0
1552,2025-03-01,Soap,Personal Care,25,0,27,29.428571428571427,Saturday,1,0,Dove,0.16666666666666666,45,0
1555,2025-03-02,Soap,Personal Care,25,1,44,29.142857142857142,Sunday,1,0,Dove,0.16666666666666666,61,0
1558,2025-03-03,Soap,Personal Care,25,0,25,31.857142857142858,Monday,0,0,Dove,0.16666666666666666,29,0
1561,2025-03-04,Soap,Personal Care,30,0,30,31.714285714285715,Tuesday,0,0,Dove,0.0,35,0
1564,2025-03-05,Soap,Personal Care,20,0,29,31.714285714285715,Wednesday,0,0,Dove,0.3333333333333333,40,0
1567,2025-03-06,Soap,Personal Care,25,1,39,31.0,Thursday,0,0,Dove,0.16666666666666666,49,0
1570,2025-03-07,Soap,Personal Care,20,0,27,31.714285714285715,Friday,0,0,Dove,0.3333333333333333,42,0
1573,2025-03-08,Soap,Personal Care,25,0,30,31.571428571428573,Saturday,1,0,Dove,0.16666666666666666,49,0
1576,2025-03-09,Soap,Personal Care,20,1,42,32.0,Sunday,1,0,Dove,0.3333333333333333,58,0
1579,2025-03-10,Soap,Personal Care,20,0,34,31.714285714285715,Monday,0,0,Dove,0.3333333333333333,53,0
1582,2025-03-11,Soap,Personal Care,30,0,25,33.0,Tuesday,0,0,Dove,0.0,33,0
1585,2025-03-12,Soap,Personal Care,30,0,26,32.285714285714285,Wednesday,0,0,Dove,0.0,26,1
1588,2025-03-13,Soap,Personal Care,30,1,42,31.857142857142858,Thursday,0,0,Dove,0.0,44,0
1591,2025-03-14,Soap,Personal Care,30,0,27,32.285714285714285,Friday,0,0,Dove,0.0,35,0
1594,2025-03-15,Soap,Personal Care,20,0,28,32.285714285714285,Saturday,1,0,Dove,0.3333333333333333,46,0
1597,2025-03-16,Soap,Personal Care,25,1,44,32.0,Sunday,1,0,Dove,0.16666666666666666,56,0
1600,2025-03-17,Soap,Personal Care,30,0,29,32.285714285714285,Monday,0,0,Dove,0.0,42,0
1603,2025-03-18,Soap,Personal Care,30,1,35,31.571428571428573,Tuesday,0,0,Dove,0.0,54,0
1606,2025-03-19,Soap,Personal Care,25,0,30,33.0,Wednesday,0,0,Dove,0.16666666666666666,48,0
1609,2025-03-20,Soap,Personal Care,25,0,30,33.57142857142857,Thursday,0,1,Dove,0.16666666666666666,36,0
1612,2025-03-21,Soap,Personal Care,20,0,27,31.857142857142858,Friday,0,0,Dove,0.3333333333333333,30,0
1615,2025-03-22,Soap,Personal Care,25,0,27,31.857142857142858,Saturday,1,0,Dove,0.16666666666666666,38,0
1618,2025-03-23,Soap,Personal Care,30,0,31,31.714285714285715,Sunday,1,0,Dove,0.0,44,0
1621,2025-03-24,Soap,Personal Care,25,0,30,29.857142857142858,Monday,0,0,Dove,0.16666666666666666,31,0
1624,2025-03-25,Soap,Personal Care,25,0,34,30.0,Tuesday,0,0,Dove,0.16666666666666666,34,1
1627,2025-03-26,Soap,Personal Care,20,1,42,29.857142857142858,Wednesday,0,0,Dove,0.3333333333333333,59,0
1630,2025-03-27,Soap,Personal Care,30,0,26,31.571428571428573,Thursday,0,0,Dove,0.0,45,0
1633,2025-03-28,Soap,Personal Care,30,0,31,31.0,Friday,0,0,Dove,0.0,38,0
1636,2025-03-29,Soap,Personal Care,20,0,28,31.571428571428573,Saturday,1,0,Dove,0.3333333333333333,30,0
1639,2025-03-30,Soap,Personal Care,30,0,34,31.714285714285715,Sunday,1,0,Dove,0.0,39,0
1642,2025-03-31,Soap,Personal Care,30,1,36,32.142857142857146,Monday,0,0,Dove,0.0,48,0
1645,2025-04-01,Soap,Personal Care,25,1,37,33.0,Tuesday,0,0,Dove,0.16666666666666666,45,0
1648,2025-04-02,Soap,Personal Care,20,0,31,33.42857142857143,Wednesday,0,0,Dove,0.3333333333333333,39,0
1651,2025-04-03,Soap,Personal Care,25,0,31,31.857142857142858,Thursday,0,0,Dove,0.16666666666666666,50,0
1654,2025-04-04,Soap,Personal Care,30,1,38,32.57142857142857,Friday,0,0,Dove,0.0,46,0
1657,2025-04-05,Soap,Personal Care,25,0,25,33.57142857142857,Saturday,1,0,Dove,0.16666666666666666,39,0
1660,2025-04-06,Soap,Personal Care,20,1,40,33.142857142857146,Sunday,1,0,Dove,0.3333333333333333,52,0
1663,2025-04-07,Soap,Personal Care,20,0,31,34.0,Monday,0,1,Dove,0.3333333333333333,46,0
1666,2025-04-08,Soap,Personal Care,30,1,44,33.285714285714285,Tuesday,0,0,Dove,0.0,45,0
1669,2025-04-09,Soap,Personal Care,30,0,25,34.285714285714285,Wednesday,0,0,Dove,0.0,38,0
1672,2025-04-10,Soap,Personal Care,30,0,35,33.42857142857143,Thursday,0,0,Dove,0.0,40,0
1675,2025-04-11,Soap,Personal Care,25,0,25,34.0,Friday,0,0,Dove,0.16666666666666666,26,0
1678,2025-04-12,Soap,Personal Care,20,1,35,32.142857142857146,Saturday,1,0,Dove,0.3333333333333333,42,0
1681,2025-04-13,Soap,Personal Care,25,0,30,33.57142857142857,Sunday,1,0,Dove,0.16666666666666666,33,0
1684,2025-04-14,Soap,Personal Care,25,0,35,32.142857142857146,Monday,0,0,Dove,0.16666666666666666,48,0
1687,2025-04-15,Soap,Personal Care,25,0,31,32.714285714285715,Tuesday,0,0,Dove,0.16666666666666666,41,0
1690,2025-04-16,Soap,Personal Care,30,0,31,30.857142857142858,Wednesday,0,0,Dove,0.0,44,0
1693,2025-04-17,Soap,Personal Care,25,1,36,31.714285714285715,Thursday,0,0,Dove,0.16666666666666666,47,0
1696,2025-04-18,Soap,Personal Care,20,0,28,31.857142857142858,Friday,0,0,Dove,0.3333333333333333,43,0
1699,2025-04-19,Soap,Personal Care,25,0,35,32.285714285714285,Saturday,1,0,Dove,0.16666666666666666,40,0
1702,2025-04-20,Soap,Personal Care,20,0,34,32.285714285714285,Sunday,1,1,Dove,0.3333333333333333,53,0
1705,2025-04-21,Soap,Personal Care,20,0,29,32.857142857142854,Monday,0,0,Dove,0.3333333333333333,29,1
1708,2025-04-22,Soap,Personal Care,20,1,41,32.0,Tuesday,0,0,Dove,0.3333333333333333,52,0
1711,2025-04-23,Soap,Personal Care,30,0,31,33.42857142857143,Wednesday,0,0,Dove,0.0,37,0
1714,2025-04-24,Soap,Personal Care,20,0,31,33.42857142857143,Thursday,0,1,Dove,0.3333333333333333,38,0
1717,2025-04-25,Soap,Personal Care,20,0,28,32.714285714285715,Friday,0,0,Dove,0.3333333333333333,36,0
1720,2025-04-26,Soap,Personal Care,20,0,33,32.714285714285715,Saturday,1,0,Dove,0.3333333333333333,34,0
1723,2025-04-27,Soap,Personal Care,25,0,25,32.42857142857143,Sunday,1,0,Dove,0.16666666666666666,41,0
1726,2025-04-28,Soap,Personal Care,25,0,25,31.142857142857142,Monday,0,0,Dove,0.16666666666666666,44,0
1729,2025-04-29,Soap,Personal Care,30,0,35,30.571428571428573,Tuesday,0,0,Dove,0.0,47,0
1732,2025-04-30,Soap,Personal Care,25,0,35,29.714285714285715,Wednesday,0,0,Dove,0.16666666666666666,39,0
1735,2025-05-01,Soap,Personal Care,30,0,32,30.285714285714285,Thursday,0,0,Dove,0.0,41,0
1738,2025-05-02,Soap,Personal Care,25,0,28,30.428571428571427,Friday,0,1,Dove,0.16666666666666666,39,0
1741,2025-05-03,Soap,Personal Care,25,0,30,30.428571428571427,Saturday,1,0,Dove,0.16666666666666666,46,0
1744,2025-05-04,Soap,Personal Care,30,0,33,30.0,Sunday,1,0,Dove,0.0,38,0
1747,2025-05-05,Soap,Personal Care,30,0,31,31.142857142857142,Monday,0,0,Dove,0.0,33,0
1750,2025-05-06,Soap,Personal Care,30,0,32,32.0,Tuesday,0,1,Dove,0.0,46,0
1753,2025-05-07,Soap,Personal Care,20,0,30,31.571428571428573,Wednesday,0,0,Dove,0.3333333333333333,36,0
1756,2025-05-08,Soap,Personal Care,25,0,32,30.857142857142858,Thursday,0,0,Dove,0.16666666666666666,37,0
1759,2025-05-09,Soap,Personal Care,20,1,39,30.857142857142858,Friday,0,0,Dove,0.3333333333333333,42,0
1762,2025-05-10,Soap,Personal Care,25,0,29,32.42857142857143,Saturday,1,0,Dove,0.16666666666666666,47,0
1765,2025-05-11,Soap,Personal Care,20,1,38,32.285714285714285,Sunday,1,0,Dove,0.3333333333333333,42,0
1768,2025-05-12,Soap,Personal Care,20,0,27,33.0,Monday,0,0,Dove,0.3333333333333333,29,0
1771,2025-05-13,Soap,Personal Care,20,0,33,32.42857142857143,Tuesday,0,0,Dove,0.3333333333333333,41,0
1774,2025-05-14,Soap,Personal Care,20,0,30,32.57142857142857,Wednesday,0,0,Dove,0.3333333333333333,35,0
1777,2025-05-15,Soap,Personal Care,25,0,27,32.57142857142857,Thursday,0,0,Dove,0.16666666666666666,39,0
1780,2025-05-16,Soap,Personal Care,20,0,28,31.857142857142858,Friday,0,0,Dove,0.3333333333333333,47,0
1783,2025-05-17,Soap,Personal Care,20,0,25,30.285714285714285,Saturday,1,0,Dove,0.3333333333333333,28,0
1786,2025-05-18,Soap,Personal Care,20,0,25,29.714285714285715,Sunday,1,0,Dove,0.3333333333333333,26,0
1789,2025-05-19,Soap,Personal Care,20,0,28,27.857142857142858,Monday,0,0,Dove,0.3333333333333333,31,0
1792,2025-05-20,Soap,Personal Care,25,0,34,28.0,Tuesday,0,0,Dove,0.16666666666666666,41,0
1795,2025-05-21,Soap,Personal Care,30,0,28,28.142857142857142,Wednesday,0,0,Dove,0.0,40,0
1798,2025-05-22,Soap,Personal Care,20,0,28,27.857142857142858,Thursday,0,0,Dove,0.3333333333333333,37,0
1801,2025-05-23,Soap,Personal Care,30,0,33,28.0,Friday,0,0,Dove,0.0,50,0
1804,2025-05-24,Soap,Personal Care,20,0,29,28.714285714285715,Saturday,1,0,Dove,0.3333333333333333,37,0
1807,2025-05-25,Soap,Personal Care,20,0,27,29.285714285714285,Sunday,1,0,Dove,0.3333333333333333,27,1
1810,2025-05-26,Soap,Personal Care,20,1,36,29.571428571428573,Monday,0,1,Dove,0.3333333333333333,48,0
1813,2025-05-27,Soap,Personal Care,30,0,30,30.714285714285715,Tuesday,0,0,Dove,0.0,47,0
1816,2025-05-28,Soap,Personal Care,25,1,45,30.142857142857142,Wednesday,0,0,Dove,0.16666666666666666,59,0
1819,2025-05-29,Soap,Personal Care,30,0,34,32.57142857142857,Thursday,0,0,Dove,0.0,35,0
